Player,FantPt,Cmp,Att,Tgt,Rt,Ret,Touch,Game_day_of_week,Game_num,Week_num,Date,Age,Team,,Opp,Result,PassingCmp,PassingAtt,PassingInc,PassingCmp%,PassingYds,PassingTD,PassingInt,PassingPick6,PassingTD%,PassingInt%,PassingRate,PassingSk,PassingYds2,PassingSk%,PassingY/A,PassingAY/A,PassingANY/A,PassingY/C,Touch2,TotOff,YScm,APYd,RtY,FantasyFantPt,FantasyPPR,FantasyDKPt,FantasyFDPt,RushingAtt,RushingYds,RushingY/A,RushingTD,Rushing1D,Kick ReturnsRt,Kick ReturnsYds,Kick ReturnsY/Rt,Kick ReturnsKRTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,ReceivingCtch%,ReceivingY/Tgt,Receiving1D,Punt ReturnsRet,Punt ReturnsYds,Punt ReturnsY/R,Punt ReturnsPRTD,Pos.,Draft
Marquise Brown,5.80,0,1,6,0,0,4,Sun,15,16,2022-12-25,25-204,ARI,,TAM,L 16-19 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,4,1,58,58,0,5.80,8.80,8.8,7.3,1,1,1.0,0,0,0,0,,0,6,3,57,19.0,0,50.0,9.5,2,0,0,,0,WR,1-25
Damiere Byrd,5.80,0,0,4,0,0,3,Thu,10,10,2022-11-10,29-287,ATL,@,CAR,L 15-25,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,58,58,0,5.80,8.80,8.8,7.3,0,0,,0,0,0,0,,0,4,3,58,19.3,0,75.0,14.5,3,0,0,,0,WR,
Ja'Marr Chase,5.80,0,1,9,0,0,6,Sun,2,2,2022-09-18,22-201,CIN,@,DAL,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,6,4,58,58,0,5.80,10.80,10.8,8.3,1,4,4.0,0,0,0,0,,0,9,5,54,10.8,0,55.6,6.0,5,0,0,,0,WR,1-5
Nico Collins,5.80,0,0,9,0,0,4,Sun,2,2,2022-09-18,23-183,HOU,@,DEN,L 9-16,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,58,58,0,5.80,9.80,9.8,7.8,0,0,,0,0,0,0,,0,9,4,58,14.5,0,44.4,6.4,3,0,0,,0,WR,3-89
Amari Cooper,5.80,0,0,6,0,0,4,Sat,14,15,2022-12-17,28-183,CLE,,BAL,W 13-3,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,58,58,0,5.80,9.80,9.8,7.8,0,0,,0,0,0,0,,0,6,4,58,14.5,0,66.7,9.7,4,0,0,,0,WR,1-4
Kenneth Gainwell,5.80,0,4,4,0,0,8,Sat,15,16,2022-12-24,23-285,PHI,@,DAL,L 34-40,0,0,0,,0,0,0,,,,,0,0,,,,,,8,17,58,58,0,5.80,9.80,9.8,7.8,4,17,4.3,0,1,0,0,,0,4,4,41,10.3,0,100.0,10.3,2,0,0,,0,RB,5-150
Damien Harris,5.80,0,9,3,0,0,11,Sun,1,1,2022-09-11,25-212,NWE,@,MIA,L 7-20,0,0,0,,0,0,0,,,,,0,0,,,,,,11,48,58,58,0,5.80,7.80,7.8,6.8,9,48,5.3,0,2,0,0,,0,3,2,10,5.0,0,66.7,3.3,1,0,0,,0,RB,3-87
Tanner Hudson,5.80,0,0,5,0,0,3,Sun,8,8,2022-10-30,27-352,NYG,@,SEA,L 13-27,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,58,58,0,5.80,8.80,8.8,7.3,0,0,,0,0,0,0,,0,5,3,58,19.3,0,60.0,11.6,3,0,0,,0,TE,
Diontae Johnson,5.80,0,0,10,0,0,2,Sun,17,18,2023-01-08,26-187,PIT,,CLE,W 28-14,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,38,38,0,5.80,7.80,7.8,6.8,0,0,,0,0,0,0,,0,10,2,38,19.0,0,20.0,3.8,1,0,0,,0,WR,3-66
Jerick McKinnon,5.80,0,1,8,0,0,7,Sun,9,10,2022-11-13,30-194,KAN,,JAX,W 27-17,0,0,0,,0,0,0,,,,,0,0,,,,,,7,2,58,58,0,5.80,11.80,11.8,8.8,1,2,2.0,0,0,0,0,,0,8,6,56,9.3,0,75.0,7.0,3,0,0,,0,RB,3-96
Davis Mills,5.80,16,2,0,0,0,2,Sun,5,5,2022-10-09,23-353,HOU,@,JAX,W 13-6,16,24,8,66.7,140,0,0,,0.0,0.0,81.9,1,8,4.00,5.8,5.83,5.28,8.8,2,134,2,2,0,5.80,5.80,5.8,5.8,2,2,1.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-67
David Njoku,5.80,0,0,6,0,0,3,Sun,6,6,2022-10-16,26-098,CLE,,NWE,L 15-38,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,58,58,0,5.80,8.80,8.8,7.3,0,0,,0,0,0,0,,0,6,3,58,19.3,0,50.0,9.7,2,0,0,,0,TE,1-29
Brian Robinson Jr.,5.80,0,22,1,0,0,22,Sat,15,16,2022-12-24,23-277,WAS,@,SFO,L 20-37,0,0,0,,0,0,0,,,,,0,0,,,,,,22,58,58,58,0,5.80,5.80,5.8,5.8,22,58,2.6,0,2,0,0,,0,1,0,0,,0,0.0,0.0,0,0,0,,0,RB,3-98
Darren Waller,5.80,0,0,5,0,0,4,Sat,15,16,2022-12-24,30-102,LVR,@,PIT,L 10-13,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,58,58,0,5.80,9.80,9.8,7.8,0,0,,0,0,0,0,,0,5,4,58,14.5,0,80.0,11.6,2,0,0,,0,TE,6-204
Nick Westbrook-Ikhine,5.80,0,0,6,0,0,4,Sun,11,12,2022-11-27,25-251,TEN,,CIN,L 16-20,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,58,58,0,5.80,9.80,9.8,7.8,0,0,,0,0,0,0,,0,6,4,58,14.5,0,66.7,9.7,2,0,0,,0,WR,
Olamide Zaccheaus,5.80,0,0,4,0,0,4,Sun,6,6,2022-10-16,25-085,ATL,,SFO,W 28-14,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,58,58,0,5.80,9.80,9.8,7.8,0,0,,0,0,0,0,,0,4,4,58,14.5,0,100.0,14.5,3,0,0,,0,WR,
P.J. Walker,5.72,10,3,0,0,0,3,Thu,10,10,2022-11-10,27-257,CAR,,ATL,W 25-15,10,16,6,62.5,108,0,0,,0.0,0.0,82.3,1,7,5.88,6.8,6.75,5.94,10.8,3,115,14,14,0,5.72,5.72,5.7,5.7,3,14,4.7,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,
Randall Cobb,5.70,0,0,2,0,0,2,Sun,3,3,2022-09-25,32-034,GNB,@,TAM,W 14-12,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,57,57,0,5.70,7.70,7.7,6.7,0,0,,0,0,0,0,,0,2,2,57,28.5,0,100.0,28.5,2,0,0,,0,WR,2-64
James Conner,5.70,0,13,5,0,0,16,Sun,3,3,2022-09-25,27-143,ARI,,LAR,L 12-20,0,0,0,,0,0,0,,,,,0,0,,,,,,16,39,57,57,0,5.70,8.70,8.7,7.2,13,39,3.0,0,7,0,0,,0,5,3,18,6.0,0,60.0,3.6,0,0,0,,0,RB,3-105
Stefon Diggs,5.70,0,1,9,0,0,6,Sat,14,15,2022-12-17,29-018,BUF,,MIA,W 32-29,0,0,0,,0,0,0,,,,,0,0,,,,,,6,-3,57,57,0,5.70,10.70,10.7,8.2,1,-3,-3.0,0,0,0,0,,0,9,5,60,12.0,0,55.6,6.7,4,0,0,,0,WR,5-146
Jake Ferguson,5.70,0,0,3,0,0,3,Thu,11,12,2022-11-24,23-310,DAL,,NYG,W 28-20,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,57,57,0,5.70,8.70,8.7,7.2,0,0,,0,0,0,0,,0,3,3,57,19.0,0,100.0,19.0,2,0,0,,0,TE,4-129
Pat Freiermuth,5.70,0,0,7,0,0,4,Sun,8,8,2022-10-30,24-005,PIT,@,PHI,L 13-35,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,57,57,0,5.70,9.70,9.7,7.7,0,0,,0,0,0,0,,0,7,4,57,14.3,0,57.1,8.1,3,0,0,,0,TE,2-55
Kylen Granson,5.70,0,0,4,0,0,4,Sun,10,10,2022-11-13,24-231,IND,@,LVR,W 25-20,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,57,57,0,5.70,9.70,9.7,7.7,0,0,,0,0,0,0,,0,4,4,57,14.3,0,100.0,14.3,3,0,0,,0,TE,4-127
Khalil Herbert,5.70,0,10,0,2,0,10,Sun,10,10,2022-11-13,24-206,CHI,,DET,L 30-31,0,0,0,,0,0,0,,,,,0,0,,,,,,10,57,57,124,67,5.70,5.70,5.7,5.7,10,57,5.7,0,2,2,67,33.5,0,0,0,0,,0,,,0,0,0,,0,RB,6-217
Justice Hill,5.70,0,8,2,0,0,10,Sun,4,4,2022-10-02,24-322,BAL,,BUF,L 20-23,0,0,0,,0,0,0,,,,,0,0,,,,,,10,45,57,57,0,5.70,7.70,7.7,6.7,8,45,5.6,0,3,0,0,,0,2,2,12,6.0,0,100.0,6.0,1,0,0,,0,RB,4-113
Kendall Hinton,5.70,0,0,3,0,0,3,Sun,10,11,2022-11-20,25-274,DEN,,LVR,L 16-22 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,57,57,0,5.70,8.70,8.7,7.2,0,0,,0,0,0,0,,0,3,3,57,19.0,0,100.0,19.0,3,0,0,,0,WR,
T.J. Hockenson,5.70,0,0,8,0,0,6,Sun,13,14,2022-12-11,25-161,MIN,@,DET,L 23-34,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,77,77,0,5.70,11.70,12.7,8.7,0,0,,0,0,0,0,,0,8,6,77,12.8,0,75.0,9.6,3,0,0,,0,TE,1-8
KhaDarel Hodge,5.70,0,0,3,0,0,2,Sun,2,2,2022-09-18,27-258,ATL,@,LAR,L 27-31,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,57,57,0,5.70,7.70,7.7,6.7,0,0,,0,0,0,0,,0,3,2,57,28.5,0,66.7,19.0,2,0,0,,0,WR,
Brycen Hopkins,5.70,0,0,3,0,0,3,Sun,15,16,2022-12-25,25-273,LAR,,DEN,W 51-14,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,57,57,0,5.70,8.70,8.7,7.2,0,0,,0,0,0,0,,0,3,3,57,19.0,0,100.0,19.0,3,0,0,,0,TE,4-136
Hayden Hurst,5.70,0,0,9,0,0,6,Sun,11,12,2022-11-27,29-095,CIN,@,TEN,W 20-16,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,57,57,0,5.70,11.70,11.7,8.7,0,0,,0,0,0,0,,0,9,6,57,9.5,0,66.7,6.3,2,0,0,,0,TE,1-25
Mark Ingram,5.70,0,9,2,0,0,10,Sun,6,6,2022-10-16,32-299,NOR,,CIN,L 26-30,0,0,0,,0,0,0,,,,,0,0,,,,,,10,46,57,57,0,5.70,6.70,6.7,6.2,9,46,5.1,0,3,0,0,,0,2,1,11,11.0,0,50.0,5.5,1,0,0,,0,RB,1-28
Ty Johnson,5.70,0,8,5,0,0,9,Sun,16,17,2023-01-01,25-106,NYJ,@,SEA,L 6-23,0,0,0,,0,0,0,,,,,0,0,,,,,,9,46,57,57,0,5.70,6.70,6.7,6.2,8,46,5.8,0,3,0,0,,0,5,1,11,11.0,0,20.0,2.2,1,0,0,,0,RB,6-186
Marvin Jones,5.70,0,0,8,0,0,4,Sun,7,7,2022-10-23,32-225,JAX,,NYG,L 17-23,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,57,57,0,5.70,9.70,9.7,7.7,0,0,,0,0,0,0,,0,8,4,57,14.3,0,50.0,7.1,2,0,0,,0,WR,5-166
Dawson Knox,5.70,0,0,6,0,0,4,Sun,9,10,2022-11-13,25-364,BUF,,MIN,L 30-33 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,57,57,0,5.70,9.70,9.7,7.7,0,0,,0,0,0,0,,0,6,4,57,14.3,0,66.7,9.5,3,0,0,,0,TE,3-96
Allen Lazard ,5.70,0,0,11,0,0,5,Thu,11,11,2022-11-17,26-341,GNB,,TEN,L 17-27,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,57,57,0,5.70,10.70,10.7,8.2,0,0,,0,0,0,0,,0,11,5,57,11.4,0,45.5,5.2,3,0,0,,0,WR,
Darnell Mooney,5.70,0,0,4,0,0,4,Sun,10,10,2022-11-13,25-015,CHI,,DET,L 30-31,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,57,57,0,5.70,9.70,9.7,7.7,0,0,,0,0,0,0,,0,4,4,57,14.3,0,100.0,14.3,3,0,0,,0,WR,5-173
Josh Palmer,5.70,0,0,12,0,0,9,Mon,6,6,2022-10-17,24-025,LAC,,DEN,W 19-16 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,9,0,57,57,0,5.70,14.70,14.7,10.2,0,0,,0,0,0,0,,0,12,9,57,6.3,0,75.0,4.8,2,0,0,,0,WR,3-77
Brian Robinson Jr.,5.70,0,15,0,0,0,15,Sun,11,11,2022-11-20,23-243,WAS,@,HOU,W 23-10,0,0,0,,0,0,0,,,,,0,0,,,,,,15,57,57,57,0,5.70,5.70,5.7,5.7,15,57,3.8,0,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,3-98
Rachaad White,5.70,0,13,5,0,0,18,Sun,13,14,2022-12-11,23-333,TAM,@,SFO,L 7-35,0,0,0,,0,0,0,,,,,0,0,,,,,,18,56,77,77,0,5.70,10.70,11.7,8.2,13,56,4.3,0,3,0,0,,0,5,5,21,4.2,0,100.0,4.2,0,0,0,,0,RB,3-91
Brock Wright,5.70,0,0,4,0,0,4,Sun,6,7,2022-10-23,23-330,DET,@,DAL,L 6-24,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,57,57,0,5.70,9.70,9.7,7.7,0,0,,0,0,0,0,,0,4,4,57,14.3,0,100.0,14.3,3,0,0,,0,TE,
Zach Wilson,5.68,9,3,0,0,0,3,Sun,10,11,2022-11-20,23-109,NYJ,@,NWE,L 3-10,9,22,13,40.9,77,0,0,,0.0,0.0,50.8,4,33,15.38,3.5,3.50,1.69,8.6,3,70,26,26,0,5.68,5.68,5.7,5.7,3,26,8.7,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-2
Joe Flacco,5.66,18,0,0,0,0,0,Sun,17,18,2023-01-08,37-357,NYJ,@,MIA,L 6-11,18,33,15,54.5,149,0,0,,0.0,0.0,66.4,0,0,0.00,4.5,4.52,4.52,8.3,0,149,-3,-3,0,5.66,5.66,5.7,5.7,0,0,,0,0,0,0,,0,0,0,-3,,0,,,0,0,0,,0,QB,1-18
Trevor Lawrence,5.66,11,2,0,0,0,2,Sun,4,4,2022-10-02,22-361,JAX,@,PHI,L 21-29,11,23,12,47.8,174,2,1,,8.7,4.3,84.3,4,26,14.81,7.6,7.35,5.30,15.8,2,155,7,8,0,5.66,5.66,10.7,6.7,2,7,3.5,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Desmond Ridder,5.66,19,4,0,0,0,4,Sun,16,17,2023-01-01,23-123,ATL,,ARI,W 20-19,19,26,7,73.1,169,0,0,,0.0,0.0,90.1,1,3,3.70,6.5,6.50,6.15,8.9,4,175,9,6,0,5.66,5.66,6.7,5.7,4,9,2.3,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-74
Tyler Boyd,5.62,1,0,5,0,0,2,Thu,4,4,2022-09-29,27-318,CIN,,MIA,W 27-15,1,1,0,100.0,23,0,0,,0.0,0.0,118.7,0,0,0.00,23.0,23.00,23.00,23.0,2,23,47,47,0,5.62,7.62,7.6,6.6,0,0,,0,0,0,0,,0,5,2,47,23.5,0,40.0,9.4,1,0,0,,0,WR,2-55
DJ Chark,5.60,0,0,4,0,0,2,Sun,16,17,2023-01-01,26-100,DET,,CHI,W 41-10,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,56,56,0,5.60,7.60,7.6,6.6,0,0,,0,0,0,0,,0,4,2,56,28.0,0,50.0,14.0,2,0,0,,0,WR,2-61
Dalvin Cook,5.60,0,22,5,0,0,26,Thu,11,12,2022-11-24,27-106,MIN,,NWE,W 33-26,0,0,0,,0,0,0,,,,,0,0,,,,,,26,42,56,56,0,5.60,9.60,9.6,7.6,22,42,1.9,0,0,0,0,,0,5,4,14,3.5,0,80.0,2.8,2,0,0,,0,RB,2-41
Gabriel Davis,5.60,0,0,6,0,0,4,Sat,14,15,2022-12-17,23-260,BUF,,MIA,W 32-29,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,56,56,0,5.60,9.60,9.6,7.6,0,0,,0,0,0,0,,0,6,4,56,14.0,0,66.7,9.3,2,0,0,,0,WR,4-128
Ross Dwelley,5.60,0,0,1,0,0,1,Sun,8,8,2022-10-30,27-277,SFO,@,LAR,W 31-14,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,56,56,0,5.60,6.60,6.6,6.1,0,0,,0,0,0,0,,0,1,1,56,56.0,0,100.0,56.0,1,0,0,,0,TE,
Royce Freeman,5.60,0,11,1,0,0,12,Sun,14,15,2022-12-18,26-297,HOU,,KAN,L 24-30 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,12,51,56,56,0,5.60,6.60,6.6,6.1,11,51,4.6,0,3,0,0,,0,1,1,5,5.0,0,100.0,5.0,0,0,0,,0,RB,3-71
Darrell Henderson,5.60,0,12,1,0,0,12,Sun,8,9,2022-11-06,25-079,LAR,@,TAM,L 13-16,0,0,0,,0,0,0,,,,,0,0,,,,,,12,56,56,56,0,5.60,5.60,5.6,5.6,12,56,4.7,0,2,0,0,,0,1,0,0,,0,0.0,0.0,0,0,0,,0,RB,3-70
Austin Hooper,5.60,0,0,3,0,0,3,Sun,6,7,2022-10-23,27-359,TEN,,IND,W 19-10,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,56,56,0,5.60,8.60,8.6,7.1,0,0,,0,0,0,0,,0,3,3,56,18.7,0,100.0,18.7,3,0,0,,0,TE,3-81
Jordan Mason,5.60,0,11,0,0,0,11,Sun,13,14,2022-12-11,23-201,SFO,,TAM,W 35-7,0,0,0,,0,0,0,,,,,0,0,,,,,,11,56,56,56,0,5.60,5.60,5.6,5.6,11,56,5.1,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,
J.D. McKissic,5.60,0,8,4,0,0,11,Sun,4,4,2022-10-02,29-048,WAS,@,DAL,L 10-25,0,0,0,,0,0,0,,,,,0,0,,,,,,11,40,56,56,0,5.60,8.60,8.6,7.1,8,40,5.0,0,2,0,0,,0,4,3,16,5.3,0,75.0,4.0,0,0,0,,0,RB,
Terry McLaurin,5.60,0,0,9,0,0,5,Sun,9,9,2022-11-06,27-052,WAS,,MIN,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,56,56,0,5.60,10.60,10.6,8.1,0,0,,0,0,0,0,,0,9,5,56,11.2,0,55.6,6.2,3,0,0,,0,WR,3-76
Terry McLaurin,5.60,0,1,7,0,0,5,Sun,11,11,2022-11-20,27-066,WAS,@,HOU,W 23-10,0,0,0,,0,0,0,,,,,0,0,,,,,,5,1,56,56,0,5.60,9.60,9.6,7.6,1,1,1.0,0,0,0,0,,0,7,4,55,13.8,0,57.1,7.9,3,0,0,,0,WR,3-76
Josh Palmer,5.60,0,0,7,0,0,5,Sun,11,12,2022-11-27,24-066,LAC,@,ARI,W 25-24,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,56,56,0,5.60,10.60,10.6,8.1,0,0,,0,0,0,0,,0,7,5,56,11.2,0,71.4,8.0,5,0,0,,0,WR,3-77
Samaje Perine,5.60,0,3,4,0,0,7,Sun,5,5,2022-10-09,27-023,CIN,@,BAL,L 17-19,0,0,0,,0,0,0,,,,,0,0,,,,,,7,17,56,56,0,5.60,9.60,9.6,7.6,3,17,5.7,0,1,0,0,,0,4,4,39,9.8,0,100.0,9.8,2,0,0,,0,RB,4-114
Jonathan Taylor,5.60,0,16,1,0,0,16,Sun,8,8,2022-10-30,23-284,IND,,WAS,L 16-17,0,0,0,,0,0,0,,,,,0,0,,,,,,16,76,76,76,0,5.60,5.60,6.6,5.6,16,76,4.8,0,2,0,0,,0,1,0,0,,0,0.0,0.0,0,0,0,,0,RB,2-41
Logan Thomas,5.60,0,0,7,0,0,6,Sun,16,17,2023-01-01,31-184,WAS,,CLE,L 10-24,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,56,56,0,5.60,11.60,11.6,8.6,0,0,,0,0,0,0,,0,7,6,56,9.3,0,85.7,8.0,3,0,0,,0,TE,4-120
Marquez Valdes-Scantling,5.60,0,0,5,0,0,4,Sun,11,12,2022-11-27,28-048,KAN,,LAR,W 26-10,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,56,56,0,5.60,9.60,9.6,7.6,0,0,,0,0,0,0,,0,5,4,56,14.0,0,80.0,11.2,4,0,0,,0,WR,5-174
Jamaal Williams,5.60,0,15,0,0,0,15,Sun,5,5,2022-10-09,27-189,DET,@,NWE,L 0-29,0,0,0,,0,0,0,,,,,0,0,,,,,,15,56,56,56,0,5.60,5.60,5.6,5.6,15,56,3.7,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,4-134
Treylon Burks,5.50,0,0,5,0,0,3,Sun,1,1,2022-09-11,22-172,TEN,,NYG,L 20-21,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,55,55,0,5.50,8.50,8.5,7.0,0,0,,0,0,0,0,,0,5,3,55,18.3,0,60.0,11.0,2,0,0,,0,WR,1-18
DeAndre Carter,5.50,0,0,3,2,2,3,Thu,2,2,2022-09-15,29-158,LAC,@,KAN,L 24-27,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,55,115,60,5.50,8.50,8.5,7.0,0,0,,0,0,2,43,21.5,0,3,3,55,18.3,0,100.0,18.3,3,2,17,8.5,0,WR,
River Cracraft,5.50,0,0,4,0,0,4,Sun,11,12,2022-11-27,28-026,MIA,,HOU,W 30-15,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,55,55,0,5.50,9.50,9.5,7.5,0,0,,0,0,0,0,,0,4,4,55,13.8,0,100.0,13.8,4,0,0,,0,WR,
Romeo Doubs,5.50,0,0,5,0,0,5,Mon,14,15,2022-12-19,22-250,GNB,,LAR,W 24-12,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,55,55,0,5.50,10.50,10.5,8.0,0,0,,0,0,0,0,,0,5,5,55,11.0,0,100.0,11.0,4,0,0,,0,WR,4-132
Gus Edwards,5.50,0,7,0,0,0,7,Sat,14,15,2022-12-17,27-248,BAL,@,CLE,L 3-13,0,0,0,,0,0,0,,,,,0,0,,,,,,7,55,55,55,0,5.50,5.50,5.5,5.5,7,55,7.9,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,
Marquise Goodwin,5.50,0,1,3,0,0,4,Sun,11,12,2022-11-27,32-008,SEA,,LVR,L 34-40 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,4,7,55,55,0,5.50,8.50,8.5,7.0,1,7,7.0,0,0,0,0,,0,3,3,48,16.0,0,100.0,16.0,3,0,0,,0,WR,3-78
KJ Hamler,5.50,0,0,1,0,0,1,Sun,4,4,2022-10-02,23-086,DEN,@,LVR,L 23-32,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,55,55,0,5.50,6.50,6.5,6.0,0,0,,0,0,0,0,,0,1,1,55,55.0,0,100.0,55.0,1,0,0,,0,WR,2-46
Justin Herbert,5.50,24,5,0,0,0,5,Mon,15,16,2022-12-26,24-291,LAC,@,IND,W 20-3,24,31,7,77.4,235,0,1,,0.0,3.2,84.7,4,22,11.43,7.6,6.13,4.80,9.8,5,214,1,1,0,5.50,5.50,7.5,6.5,5,1,0.2,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-6
Diontae Johnson,5.50,0,0,12,0,0,7,Sun,1,1,2022-09-11,26-068,PIT,@,CIN,W 23-20 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,55,55,0,5.50,12.50,12.5,9.0,0,0,,0,0,0,0,,0,12,7,55,7.9,0,58.3,4.6,2,0,0,,0,WR,3-66
Julio Jones,5.50,0,1,4,0,0,4,Sun,11,12,2022-11-27,33-292,TAM,@,CLE,L 17-23 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,4,15,55,55,0,5.50,8.50,8.5,7.0,1,15,15.0,0,1,0,0,,0,4,3,40,13.3,0,75.0,10.0,1,0,0,,0,WR,1-6
Allen Lazard ,5.50,0,0,7,0,0,6,Sun,7,7,2022-10-23,26-316,GNB,@,WAS,L 21-23,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,55,55,0,5.50,11.50,11.5,8.5,0,0,,0,0,0,0,,0,7,6,55,9.2,0,85.7,7.9,4,0,0,,0,WR,
Terrace Marshall Jr.,5.50,0,0,3,0,0,2,Sat,15,16,2022-12-24,22-198,CAR,,DET,W 37-23,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,55,55,0,5.50,7.50,7.5,6.5,0,0,,0,0,0,0,,0,3,2,55,27.5,0,66.7,18.3,2,0,0,,0,WR,2-59
Trey McBride,5.50,0,0,5,0,0,4,Sun,14,15,2022-12-18,23-026,ARI,@,DEN,L 15-24,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,55,55,0,5.50,9.50,9.5,7.5,0,0,,0,0,0,0,,0,5,4,55,13.8,0,80.0,11.0,3,0,0,,0,TE,2-55
Isaiah McKenzie,5.50,0,1,4,0,0,5,Sun,9,10,2022-11-13,27-218,BUF,,MIN,L 30-33 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,5,18,55,55,0,5.50,9.50,9.5,7.5,1,18,18.0,0,1,0,0,,0,4,4,37,9.3,0,100.0,9.3,3,0,0,,0,WR,5-172
D.K. Metcalf,5.50,0,0,9,0,0,7,Thu,14,15,2022-12-15,25-001,SEA,,SFO,L 13-21,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,55,55,0,5.50,12.50,12.5,9.0,0,0,,0,0,0,0,,0,9,7,55,7.9,0,77.8,6.1,2,0,0,,0,WR,2-64
David Montgomery,5.50,0,15,3,0,0,18,Sun,8,8,2022-10-30,25-145,CHI,@,DAL,L 29-49,0,0,0,,0,0,0,,,,,0,0,,,,,,18,53,75,75,0,5.50,8.50,9.5,7.0,15,53,3.5,0,5,0,0,,0,3,3,22,7.3,0,100.0,7.3,0,0,0,,0,RB,3-73
Elijah Moore,5.50,0,1,4,0,0,4,Sun,4,4,2022-10-02,22-189,NYJ,@,PIT,W 24-20,0,0,0,,0,0,0,,,,,0,0,,,,,,4,2,55,55,0,5.50,8.50,8.5,7.0,1,2,2.0,0,0,0,0,,0,4,3,53,17.7,0,75.0,13.3,2,0,0,,0,WR,2-34
Foster Moreau,5.50,0,0,3,0,0,3,Sun,16,17,2023-01-01,25-240,LVR,,SFO,L 34-37 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,55,55,0,5.50,8.50,8.5,7.0,0,0,,0,0,0,0,,0,3,3,55,18.3,0,100.0,18.3,3,0,0,,0,TE,4-137
Hunter Renfrow,5.50,0,0,3,0,0,3,Sun,6,7,2022-10-23,26-306,LVR,,HOU,W 38-20,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,55,55,0,5.50,8.50,8.5,7.0,0,0,,0,0,0,0,,0,3,3,55,18.3,0,100.0,18.3,3,0,0,,0,WR,5-149
