Team,Date,Pts,TD,TD2,KRTD,Blck,Over/Under,TD3,TO,Day,G#,Week,,Opp,Result,Opp. RushingAtt,Opp. RushingYds,Opp. RushingY/A,Opp. RushingTD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingCmp%,Opp. PassingYds,Opp. PassingTD,Opp. PassingSk,Opp. PassingYds4,Opp. PassingInt,Opp. PassingRate,Pts5,PtsO,PtDif,PC,PuntingPnt,PuntingYds,PuntingY/P,PuntingBlck,KRTD6,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD,TD7,KickingXPA,KickingXPM,KickingAtt,KickingMd,Sfty,Tot. Off.Tot,Tot. Off.Ply,Tot. Off.Y/P,Tot. Off.DPly,Tot. Off.DY/P,Tot. Off.TO,Tot. Off.ToP,Tot. Off.Time,VegasSpread,Vegasvs. Line,VegasOver/Under,VegasOU Result
LAC,2023-01-01,31,0,1,0,0,41.5,1,0,Sun,16,17,,LAR,W 31-10,26,166,6.4,1,11,19,57.9,111,0,3,21,0,74.7,31,10,21,41,4,161,40.3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,431,62,6.95,48,5.77,0,31:52,2:38,-6.5,covered,41.5,under
NYJ,2023-01-01,6,2,0,0,0,42.5,2,3,Sun,16,17,@,SEA,L 6-23,38,198,5.2,0,18,29,62.1,148,2,4,35,0,98.1,6,23,-17,29,3,130,43.3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,3,0,279,67,4.16,71,4.87,3,26:22,3:04,-1.5,did not cover,42.5,under
SEA,2023-01-01,23,0,0,0,0,42.5,0,0,Sun,16,17,,NYJ,W 23-6,17,75,4.4,0,23,46,50.0,204,0,4,36,2,44.1,23,6,17,29,4,169,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,346,71,4.87,67,4.16,0,33:38,3:04,1.5,covered,42.5,under
CAR,2023-01-01,24,3,1,0,0,40.5,4,3,Sun,16,17,@,TAM,L 24-30,25,67,2.7,1,34,45,75.6,411,3,3,21,0,125.3,24,30,-6,54,5,251,50.2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,1,0,400,61,6.56,73,6.55,3,26:50,3:20,3.5,did not cover,40.5,over
TAM,2023-01-01,30,3,0,0,0,40.5,3,1,Sun,16,17,,CAR,W 30-24,22,74,3.4,0,23,37,62.2,326,3,2,15,1,106.4,30,24,6,54,5,227,45.4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,478,73,6.55,61,6.56,1,33:10,3:20,-3.5,covered,40.5,over
CLE,2023-01-01,24,0,1,0,0,40.5,1,0,Sun,16,17,@,WAS,W 24-10,37,136,3.7,1,16,28,57.1,124,0,3,19,3,28.6,24,10,14,34,4,187,46.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,301,53,5.68,68,3.82,0,26:28,2:49,2.0,covered,40.5,under
WAS,2023-01-01,10,3,0,0,0,40.5,3,3,Sun,16,17,,CLE,L 10-24,30,146,4.9,0,9,18,50.0,155,3,5,14,0,119.2,10,24,-14,34,2,90,45.0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,260,68,3.82,53,5.68,3,33:32,2:49,-2.0,did not cover,40.5,under
JAX,2023-01-07,20,1,0,0,0,40.0,1,1,Sat,17,18,,TEN,W 20-16,39,147,3.8,0,20,29,69.0,165,1,4,14,1,80.4,20,16,4,36,4,204,51.0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,3,0,222,47,4.72,72,4.33,1,23:48,2:54,-6.5,did not cover,40.0,under
TEN,2023-01-07,16,1,0,0,0,40.0,2,2,Sat,17,18,@,JAX,L 16-20,14,19,1.4,0,20,32,62.5,203,1,1,9,0,91.0,16,20,-4,36,3,166,55.3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,312,72,4.33,47,4.72,2,36:12,2:54,6.5,covered,40.0,under
KAN,2023-01-07,31,1,0,0,0,52.5,1,0,Sat,17,18,@,LVR,W 31-13,25,99,4.0,0,22,36,61.1,180,1,6,39,1,71.5,31,13,18,44,4,196,49.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,349,56,6.23,67,4.16,0,25:47,2:50,-9.0,covered,52.5,under
LVR,2023-01-07,13,1,3,0,0,52.5,4,2,Sat,17,18,,KAN,L 13-31,28,168,6.0,3,18,26,69.2,181,1,2,21,0,101.6,13,31,-18,44,2,122,61.0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,0,279,67,4.16,56,6.23,2,34:13,2:50,9.0,did not cover,52.5,under
ATL,2023-01-08,30,2,0,0,0,40.5,2,1,Sun,17,18,,TAM,W 30-17,20,86,4.3,0,22,34,64.7,136,2,0,0,0,92.3,30,17,13,47,3,154,51.3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,382,67,5.70,54,4.11,1,34:49,2:50,-4.0,covered,40.5,over
TAM,2023-01-08,17,2,1,0,0,40.5,3,1,Sun,17,18,@,ATL,L 17-30,35,174,5.0,1,19,30,63.3,208,2,2,16,0,106.0,17,30,-13,47,5,253,50.6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,222,54,4.11,67,5.70,1,25:11,2:50,4.0,did not cover,40.5,over
BUF,2023-01-08,35,3,0,2,0,43.5,3,3,Sun,16,18,,NWE,W 35-23,23,107,4.7,0,26,40,65.0,234,3,1,9,3,74.4,35,23,12,58,3,125,41.7,0,2,0,0,0,0,2,0,0,0,0,3,2,2,1,1,0,327,58,5.64,64,5.33,3,27:23,3:08,-7.5,covered,43.5,over
NWE,2023-01-08,23,3,0,0,0,43.5,5,3,Sun,17,18,@,BUF,L 23-35,25,90,3.6,0,19,31,61.3,237,3,2,17,1,103.8,23,35,-12,58,4,161,40.3,0,0,0,0,0,0,0,2,0,0,0,5,5,5,0,0,0,341,64,5.33,58,5.64,3,32:37,3:08,7.5,did not cover,43.5,over
CHI,2023-01-08,13,1,2,0,0,42.5,3,2,Sun,17,18,,MIN,L 13-29,38,141,3.7,2,28,33,84.8,341,1,0,0,1,107.2,13,29,-16,42,3,111,37.0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,0,259,50,5.18,71,6.79,2,23:24,2:56,7.0,did not cover,42.5,under
MIN,2023-01-08,29,1,1,0,0,42.5,2,2,Sun,17,18,@,CHI,W 29-13,22,118,5.4,1,13,27,48.1,141,1,1,6,2,45.4,29,13,16,42,1,35,35.0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,482,71,6.79,50,5.18,2,36:36,2:56,-7.0,covered,42.5,under
CIN,2023-01-08,27,0,1,0,0,39.5,1,1,Sun,16,18,,BAL,W 27-16,27,110,4.1,1,19,44,43.2,276,0,4,10,2,45.3,27,16,11,43,7,362,51.7,0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,3,0,257,64,4.02,75,5.15,1,31:19,3:22,-9.0,covered,39.5,over
BAL,2023-01-08,16,1,1,0,0,39.5,3,4,Sun,17,18,@,CIN,L 16-27,20,55,2.8,1,25,42,59.5,202,1,2,13,0,79.7,16,27,-11,43,3,137,45.7,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,0,386,75,5.15,64,4.02,4,28:41,3:22,9.0,did not cover,39.5,over
IND,2023-01-08,31,3,0,0,0,37.5,4,3,Sun,17,18,,HOU,L 31-32,23,59,2.6,0,24,40,60.0,301,3,1,10,2,87.6,31,32,-1,63,2,117,58.5,0,0,0,1,0,0,1,0,0,1,0,4,3,3,1,1,0,398,70,5.69,64,5.63,3,33:53,3:09,-2.5,did not cover,37.5,over
HOU,2023-01-08,32,2,1,0,0,37.5,4,3,Sun,17,18,@,IND,W 32-31,33,196,5.9,1,23,35,65.7,202,2,2,7,2,76.1,32,31,1,63,4,170,42.5,0,0,0,1,0,0,1,0,0,1,0,4,4,4,1,1,0,360,64,5.63,70,5.69,3,26:07,3:09,2.5,covered,37.5,over
DEN,2023-01-08,31,3,0,0,0,39.5,3,2,Sun,17,18,,LAC,W 31-28,22,59,2.7,0,30,44,68.2,293,3,1,5,0,109.4,31,28,3,59,5,238,47.6,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0,471,62,7.60,67,5.25,2,31:03,3:03,-3.0,push,39.5,over
LAC,2023-01-08,28,3,1,0,0,39.5,4,2,Sun,17,18,@,DEN,L 28-31,36,205,5.7,1,13,24,54.2,266,3,2,17,1,115.6,28,31,-3,59,5,279,55.8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,0,352,67,5.25,62,7.60,2,28:57,3:03,3.0,push,39.5,over
DET,2023-01-08,20,1,0,0,0,49.0,1,0,Sun,17,18,@,GNB,W 20-16,28,103,3.7,0,17,27,63.0,188,1,2,17,1,80.5,20,16,4,36,4,188,47.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,0,323,60,5.38,57,5.11,0,27:45,2:59,5.0,covered,49.0,under
GNB,2023-01-08,16,0,2,0,0,49.0,2,2,Sun,17,18,,DET,L 16-20,25,104,4.2,2,23,34,67.6,219,0,1,5,0,85.3,16,20,-4,36,1,37,37.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,0,291,57,5.11,60,5.38,2,32:15,2:59,-5.0,did not cover,49.0,under
MIA,2023-01-08,11,0,0,0,0,37.0,0,0,Sun,17,18,,NYJ,W 11-6,20,38,1.9,0,18,33,54.5,149,0,0,0,0,66.4,11,6,5,17,4,181,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,302,64,4.72,53,3.53,0,35:25,2:59,-3.5,covered,37.0,under
NYJ,2023-01-08,6,0,0,0,0,37.0,0,0,Sun,17,18,@,MIA,L 6-11,32,162,5.1,0,20,31,64.5,140,0,1,12,0,74.7,6,11,-5,17,5,241,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,187,53,3.53,64,4.72,0,24:35,2:59,3.5,did not cover,37.0,under
CAR,2023-01-08,10,1,0,0,0,41.5,1,2,Sun,17,18,@,NOR,W 10-7,32,143,4.5,0,15,25,60.0,161,1,1,10,0,92.2,10,7,3,17,6,281,46.8,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,203,58,3.50,58,5.24,2,30:55,2:43,3.5,covered,41.5,under
NOR,2023-01-08,7,0,0,0,0,41.5,1,1,Sun,17,18,,CAR,L 7-10,41,171,4.2,0,5,15,33.3,32,0,2,11,2,2.8,7,10,-3,17,5,224,44.8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,304,58,5.24,58,3.50,1,29:05,2:43,-3.5,did not cover,41.5,under
NYG,2023-01-08,16,0,1,0,0,42.0,1,0,Sun,17,18,@,PHI,L 16-22,34,135,4.0,1,20,35,57.1,207,0,3,22,1,62.4,16,22,-6,38,6,264,44.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,0,284,63,4.51,72,4.75,0,28:34,2:57,16.0,covered,42.0,under
PHI,2023-01-08,22,1,1,0,0,42.0,2,1,Sun,17,18,,NYG,W 22-16,21,129,6.1,1,23,40,57.5,155,1,2,13,0,74.5,22,16,6,38,2,67,33.5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,342,72,4.75,63,4.51,1,31:26,2:57,-16.0,did not cover,42.0,under
CLE,2023-01-08,14,1,2,0,0,40.0,3,2,Sun,17,18,@,PIT,L 14-28,37,144,3.9,2,13,29,44.8,189,1,1,6,0,78.1,14,28,-14,42,4,194,48.5,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0,307,58,5.29,67,4.97,2,29:04,3:04,2.5,did not cover,40.0,over
PIT,2023-01-08,28,2,0,0,0,40.0,2,1,Sun,17,18,,CLE,W 28-14,22,134,6.1,0,19,29,65.5,173,2,7,57,2,75.8,28,14,14,42,3,144,48.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,333,67,4.97,58,5.29,1,30:56,3:04,-2.5,covered,40.0,over
LAR,2023-01-08,16,1,0,0,0,41.5,1,1,Sun,17,18,@,SEA,L 16-19 (OT),36,197,5.5,0,19,31,61.3,205,1,3,8,2,64.6,16,19,-3,35,6,286,47.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,0,269,59,4.56,70,5.74,1,29:55,3:07,6.0,covered,41.5,under
SEA,2023-01-08,19,0,1,0,0,41.5,1,2,Sun,17,18,,LAR,W 19-16 (OT),28,146,5.2,1,13,26,50.0,123,0,5,24,1,47.4,19,16,3,35,5,233,46.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,402,70,5.74,59,4.56,2,35:31,3:07,-6.0,did not cover,41.5,under
ARI,2023-01-08,13,3,2,0,0,39.5,5,4,Sun,17,18,@,SFO,L 13-38,37,169,4.6,2,15,20,75.0,142,3,4,36,0,133.7,13,38,-25,51,3,154,51.3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,0,255,50,5.10,61,5.10,4,25:46,2:52,14.0,did not cover,39.5,over
SFO,2023-01-08,38,1,1,0,0,39.5,2,0,Sun,17,18,,ARI,W 38-13,20,61,3.1,1,20,27,74.1,194,1,3,15,3,66.5,38,13,25,51,5,218,43.6,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,311,61,5.10,50,5.10,0,34:14,2:52,-14.0,covered,39.5,over
DAL,2023-01-08,6,1,1,0,0,40.0,3,2,Sun,17,18,@,WAS,L 6-26,41,151,3.7,1,11,19,57.9,158,1,3,11,1,80.6,6,26,-20,32,10,478,47.8,0,0,0,0,0,0,0,0,0,1,0,3,3,2,4,2,0,182,66,2.76,63,4.90,2,23:48,3:03,-7.0,did not cover,40.0,under
WAS,2023-01-08,26,1,0,0,0,40.0,1,1,Sun,17,18,,DAL,W 26-6,27,64,2.4,0,14,38,36.8,118,1,1,10,1,43.5,26,6,20,32,7,319,45.6,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,309,63,4.90,66,2.76,1,36:12,3:03,7.0,covered,40.0,under
